Id,Dwelling Type,Lot Frontage,Lot Area,Land Contour,Neighborhood,Location Condition,Overall Quality,Overall Cond,Year Built,Masonry/Veneer Area,Basement Finished Area,Basement Unfinished Area,1st Floor Area,2nd Floor Area,Total Area,Bedrooms Above Grade,Kitchen Qual,Total Rooms Above Grade,Fireplaces,Garage Finish,Garage Cars,Sale Condition,Sale Price,Porch Area,Full Bathrooms,Half Bathrooms,Bathrooms,Pool,Extra Kitchens,Baths per Bedroom,dt_1-1/2 STORY ALL AGES,dt_1-STORY 1945 & OLDER,dt_1-STORY PUD,dt_2 FAMILY CONVERSION,dt_2-1/2 STORY ALL AGES,dt_2-STORY 1945 & OLDER,dt_2-STORY 1946 & NEWER,dt_2-STORY PUD,dt_DUPLEX,dt_SPLIT FOYER,dt_SPLIT OR MULTI-LEVEL,lc_Banked,lc_Depression,lc_Hillside,nh_Bloomington Heights,nh_Bluestem,nh_Briardale,nh_Brookside,nh_Clear Creek,nh_College Creek,nh_Crawford,nh_Edwards,nh_Gilbert,nh_Iowa DOT and Rail Road,nh_Meadow Village,nh_Mitchell,nh_Northpark Villa,nh_Northridge,nh_Northridge Heights,nh_Northwest Ames,nh_Old Town,nh_Sawyer,nh_Sawyer West,nh_Somerset,nh_South & West of Iowa State,nh_Stone Brook,nh_Timberland,nh_Veenker,locc_Adjacent Arterial St,locc_Adjacent Feeder St,locc_Adjacent Pos Feature,locc_Adjacent Railroad,locc_Near Pos Feature,locc_Near Railroad,sc_Abnormal Sale,sc_Allocation,sc_Home not complete,sc_Sale within Family,gf_Finished,gf_Rough Finished,gf_Unfinished,Kitchen Quality Num
311,2-STORY 1946 & NEWER,0,7685,Level,Gilbert,Normal,6,5,1993,112,518,179,697,804,1501,3,Good,6,1,Finished,2,Normal Sale,165600,253,2,1,2.5,0,0,0.666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
312,1-STORY 1946 & NEWER,50,8000,Level,North Ames,Normal,6,6,1948,0,680,292,972,0,972,2,Average,5,1,Unfinished,1,Normal Sale,132000,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
313,2 FAMILY CONVERSION,65,7800,Level,Old Town,Adjacent Arterial St,5,7,1939,0,507,286,793,325,1118,3,Average,5,1,Unfinished,2,Normal Sale,119900,271,2,0,2,0,0,0.666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
314,1-STORY 1946 & NEWER,150,215245,Depression,Timberland,Normal,7,5,1965,0,1236,80,2036,0,2036,3,Average,8,2,Rough Finished,2,Normal Sale,375000,0,4,0,4,0,0,1.333333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
315,2-STORY 1945 & OLDER,60,9600,Level,Old Town,Normal,7,7,1925,0,16,712,832,809,1641,3,Excellent,6,1,Unfinished,2,Normal Sale,178000,234,1,2,2,0,0,0.333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
316,2-STORY 1946 & NEWER,71,7795,Level,Gilbert,Normal,7,5,2004,0,425,291,716,716,1432,3,Good,6,1,Finished,2,Normal Sale,188500,151,3,1,3.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
317,2-STORY 1946 & NEWER,94,13005,Level,Northwest Ames,Normal,7,7,1980,278,692,153,1153,1200,2353,4,Excellent,10,1,Rough Finished,2,Normal Sale,260000,483,3,1,3.5,0,0,0.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
318,2-STORY 1946 & NEWER,75,9000,Level,Somerset,Normal,8,5,2006,0,0,1088,1088,871,1959,3,Good,8,1,Rough Finished,3,Normal Sale,270000,254,2,1,2.5,0,0,0.666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
319,2-STORY 1946 & NEWER,90,9900,Depression,Northridge,Normal,7,5,1993,256,987,360,1372,1274,2646,4,Good,9,1,Rough Finished,3,Normal Sale,260000,544,3,1,3.5,0,0,0.75,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
320,SPLIT OR MULTI-LEVEL,0,14115,Level,Northwest Ames,Normal,7,5,1980,225,1036,336,1472,0,1472,3,Average,6,2,Unfinished,2,Normal Sale,187500,281,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
321,2-STORY 1946 & NEWER,111,16259,Level,Northridge Heights,Normal,9,5,2006,370,0,1249,1249,1347,2596,4,Good,9,0,Rough Finished,3,Home was not completed when last assessed (associated with New Homes),342643,394,3,1,3.5,0,0,0.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3
322,2-STORY 1946 & NEWER,99,12099,Level,Northridge Heights,Normal,8,5,2004,388,970,166,1136,1332,2468,4,Good,10,1,Finished,3,Normal Sale,354000,338,3,1,3.5,0,0,0.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
323,2-STORY 1946 & NEWER,86,10380,Level,Sawyer West,Normal,7,5,1986,172,28,0,1553,1177,2730,4,Good,8,1,Finished,2,Normal Sale,301000,297,3,1,3.5,0,0,0.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
324,1-STORY 1946 & NEWER,49,5820,Level,Old Town,Normal,3,8,1955,0,256,906,1163,0,1163,3,Average,6,0,Unfinished,1,Normal Sale,126175,240,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
325,SPLIT OR MULTI-LEVEL,96,11275,Level,North Ames,Near Pos Feature,7,7,1967,300,0,710,1898,1080,2978,5,Good,11,1,Finished,2,Normal Sale,242000,240,2,1,2.5,0,0,0.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3
327,1-STORY PUD,32,10846,Level,Veenker,Normal,8,5,1993,0,1619,100,1719,0,1719,1,Good,6,2,Finished,2,Normal Sale,324000,152,3,1,3.5,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3
328,1-STORY 1946 & NEWER,80,11600,Level,North Ames,Normal,6,5,1960,175,565,818,1383,0,1383,3,Average,7,0,Rough Finished,1,Normal Sale,145250,45,1,1,1.5,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
329,2-1/2 STORY ALL AGES,0,11888,Banked,Brookside,Near Pos Feature,6,6,1916,0,0,844,1445,689,2134,5,Good,10,0,Unfinished,2,Normal Sale,214500,328,2,0,2,0,0,0.4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
330,2-STORY 1945 & OLDER,60,6402,Level,Iowa DOT and Rail Road,Normal,5,5,1920,0,0,596,596,596,1192,3,Average,6,0,Unfinished,1,Normal Sale,78000,137,1,0,1,0,0,0.333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
331,DUPLEX,0,10624,Level,North Ames,Normal,5,4,1964,84,40,1424,1728,0,1728,6,Average,10,0,Unfinished,1,Normal Sale,119000,155,2,1,2.5,0,1,0.333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
332,1-STORY 1946 & NEWER,70,8176,Level,North Ames,Normal,5,6,1958,0,846,210,1056,0,1056,3,Average,6,0,Rough Finished,1,Normal Sale,139000,0,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
333,1-STORY 1946 & NEWER,85,10655,Level,Northridge Heights,Normal,8,5,2003,296,1124,1603,1629,0,1629,3,Good,7,1,Rough Finished,3,Normal Sale,284000,0,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
334,1-STORY PUD,59,8198,Level,Northridge Heights,Normal,7,5,2004,146,720,638,1358,0,1358,2,Good,6,1,Rough Finished,2,Normal Sale,207000,222,3,0,3,0,0,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
335,2-STORY 1946 & NEWER,59,9042,Level,Gilbert,Normal,6,5,1998,0,828,115,943,695,1638,3,Average,7,2,Finished,2,Normal Sale,192000,138,3,1,3.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
336,2 FAMILY CONVERSION,0,164660,Hillside,Timberland,Normal,5,6,1965,0,1249,103,1619,167,1786,3,Average,7,2,Finished,2,Normal Sale,228950,670,4,0,4,0,0,1.333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
337,1-STORY 1946 & NEWER,86,14157,Hillside,Stone Brook,Normal,9,5,2005,200,1249,673,1922,0,1922,3,Good,8,1,Finished,3,Normal Sale,377426,229,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
338,1-STORY 1946 & NEWER,70,9135,Level,College Creek,Normal,7,5,2002,113,810,726,1536,0,1536,3,Good,7,0,Rough Finished,2,Normal Sale,214000,266,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
339,1-STORY 1946 & NEWER,91,14145,Level,Northwest Ames,Normal,7,7,1984,0,213,995,1621,0,1621,3,Good,8,0,Rough Finished,2,Normal Sale,202500,153,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
340,1-STORY 1946 & NEWER,66,12400,Level,North Ames,Adjacent Feeder St,6,7,1958,176,585,630,1215,0,1215,3,Average,6,0,Unfinished,1,Normal Sale,155000,234,1,0,1,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
341,2-STORY 1946 & NEWER,85,14191,Level,Timberland,Normal,8,5,2002,0,0,967,993,915,1908,4,Good,9,0,Finished,2,Normal Sale,202900,135,2,1,2.5,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
342,1-STORY 1946 & NEWER,60,8400,Level,Sawyer West,Adjacent Feeder St,4,4,1950,0,0,721,841,0,841,2,Average,4,0,Unfinished,1,Normal Sale,82000,274,1,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
344,1-STORY PUD,63,8849,Level,Northridge Heights,Normal,9,5,2005,616,28,1656,1684,0,1684,2,Excellent,6,1,Rough Finished,2,Normal Sale,266000,567,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
345,2-STORY PUD,36,2592,Level,Meadow Village,Normal,5,3,1976,0,129,175,536,576,1112,3,Average,4,0,Unfinished,1,Normal Sale,85000,182,1,1,1.5,0,0,0.333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
346,1-1/2 STORY ALL AGES,65,6435,Level,Brookside,Adjacent Railroad,6,5,1939,0,0,972,972,605,1577,3,Fair,6,1,Unfinished,1,Normal Sale,140200,0,1,0,1,0,0,0.333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
347,1-STORY 1946 & NEWER,0,12772,Level,North Ames,Normal,6,8,1960,0,498,460,958,0,958,2,Average,5,0,Rough Finished,1,Normal Sale,151500,0,1,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
348,1-STORY 1946 & NEWER,0,17600,Level,North Ames,Normal,6,5,1960,30,1270,208,1478,0,1478,3,Average,6,2,Unfinished,2,Normal Sale,157500,40,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
349,2-STORY PUD,36,2448,Level,Northridge Heights,Normal,7,5,2003,106,573,191,764,862,1626,2,Good,6,0,Rough Finished,2,Normal Sale,154000,27,3,1,3.5,0,0,1.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
350,2-STORY 1946 & NEWER,56,20431,Level,Northridge Heights,Normal,9,5,2005,870,1410,438,1848,880,2728,4,Excellent,10,2,Finished,3,Home was not completed when last assessed (associated with New Homes),437154,0,3,1,3.5,0,0,0.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4
351,1-STORY PUD,68,7820,Level,Northridge Heights,Normal,9,5,2007,362,0,1869,1869,0,1869,2,Excellent,6,1,Rough Finished,2,Home was not completed when last assessed (associated with New Homes),318061,264,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4
352,1-STORY PUD,0,5271,Depression,Clear Creek,Normal,7,5,1986,0,1082,371,1453,0,1453,2,Good,6,1,Rough Finished,2,"Abnormal Sale -  trade, foreclosure, short sale",190000,264,2,1,2.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3
353,1-1/2 STORY ALL AGES,60,9084,Level,Edwards,Adjacent Arterial St,5,6,1941,0,236,0,616,495,1111,3,Average,5,0,Unfinished,1,Normal Sale,95000,48,1,1,1.5,0,0,0.333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
354,1-STORY 1945 & OLDER,60,8520,Level,Old Town,Normal,6,8,1928,0,0,624,720,0,720,2,Average,5,0,Unfinished,2,Normal Sale,105900,106,1,0,1,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
355,1-1/2 STORY ALL AGES,60,8400,Banked,South & West of Iowa State,Normal,6,5,1940,0,388,552,1192,403,1595,2,Average,6,2,Unfinished,1,Normal Sale,140000,108,1,0,1,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
356,1-STORY 1946 & NEWER,105,11249,Level,College Creek,Normal,6,5,1995,0,334,322,1200,0,1200,3,Good,6,0,Rough Finished,2,Normal Sale,177500,26,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
357,1-STORY 1946 & NEWER,0,9248,Level,Gilbert,Normal,6,6,1992,106,560,598,1167,0,1167,3,Good,6,0,Rough Finished,2,Normal Sale,173000,146,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
358,1-STORY PUD,44,4224,Level,Meadow Village,Normal,5,5,1976,0,874,268,1142,0,1142,3,Average,6,1,Finished,2,Normal Sale,134000,626,2,1,2.5,0,0,0.666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
359,SPLIT OR MULTI-LEVEL,92,6930,Level,Clear Creek,Normal,5,4,1958,120,300,468,1352,0,1352,3,Good,6,0,Unfinished,1,"Abnormal Sale -  trade, foreclosure, short sale",130000,462,1,1,1.5,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
360,2-STORY 1946 & NEWER,78,12011,Level,Northridge,Normal,8,5,1998,530,956,130,1086,838,1924,3,Good,7,1,Rough Finished,2,Normal Sale,280000,657,3,1,3.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
361,SPLIT FOYER,0,7540,Level,Mitchell,Normal,6,6,1978,0,773,115,912,0,912,2,Average,5,1,Rough Finished,2,Normal Sale,156000,192,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
362,1-1/2 STORY ALL AGES,0,9144,Level,Brookside,Normal,5,5,1940,0,399,484,988,517,1505,3,Average,8,0,Unfinished,1,Normal Sale,145000,0,2,0,2,0,0,0.666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
363,SPLIT FOYER,64,7301,Level,Edwards,Normal,7,5,2003,500,0,0,495,1427,1922,4,Good,7,1,Rough Finished,2,Normal Sale,198500,177,3,0,3,0,0,0.75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
364,2-STORY PUD,21,1680,Level,Briardale,Normal,6,8,1972,510,162,321,483,504,987,2,Good,5,0,Unfinished,1,Normal Sale,118000,250,1,1,1.5,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
365,2-STORY 1946 & NEWER,0,18800,Level,Northwest Ames,Normal,6,5,1976,120,712,84,790,784,1574,3,Average,6,1,Finished,2,Normal Sale,190000,417,3,1,3.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
366,2-STORY 1945 & OLDER,59,10690,Level,Iowa DOT and Rail Road,Normal,5,7,1920,0,456,216,672,672,1344,3,Average,6,0,Unfinished,1,Normal Sale,147000,346,1,0,1,0,0,0.333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
367,1-STORY 1946 & NEWER,0,9500,Level,North Ames,Normal,6,5,1963,247,609,785,1394,0,1394,3,Average,6,2,Rough Finished,2,Normal Sale,159000,261,2,1,2.5,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
368,SPLIT OR MULTI-LEVEL,101,9150,Level,North Ames,Normal,6,5,1962,305,371,728,1431,0,1431,3,Average,6,1,Rough Finished,1,Normal Sale,165000,174,1,1,1.5,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
369,1-STORY 1946 & NEWER,78,7800,Level,North Ames,Normal,5,6,1954,200,540,728,1268,0,1268,2,Average,7,1,Finished,1,Normal Sale,132000,98,1,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
370,1-STORY 1946 & NEWER,0,9830,Level,North Ames,Normal,5,7,1959,0,72,733,1287,0,1287,3,Good,7,1,Finished,2,Normal Sale,162000,563,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
371,2-STORY 1946 & NEWER,0,8121,Level,Gilbert,Normal,6,5,2000,0,0,953,953,711,1664,3,Average,7,1,Rough Finished,2,Normal Sale,172400,140,2,1,2.5,0,0,0.666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
372,1-1/2 STORY ALL AGES,80,17120,Level,Clear Creek,Adjacent Feeder St,4,4,1959,0,0,0,1120,468,1588,4,Average,7,1,Finished,2,Normal Sale,134432,59,2,0,2,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
373,1-STORY PUD,50,7175,Level,Sawyer West,Normal,6,5,1984,0,623,0,752,0,752,2,Average,4,0,Unfinished,1,Normal Sale,125000,443,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
374,1-STORY 1946 & NEWER,79,10634,Level,North Ames,Normal,5,6,1953,0,428,0,1319,0,1319,3,Average,5,0,Unfinished,1,Normal Sale,123000,66,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
375,2-STORY 1946 & NEWER,65,8200,Level,College Creek,Normal,7,5,2003,0,0,847,847,1081,1928,4,Good,8,1,Finished,2,Normal Sale,219500,148,2,1,2.5,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
376,1-STORY 1945 & OLDER,0,10020,Depression,Edwards,Normal,1,1,1922,0,350,333,904,0,904,1,Fair,4,0,No Garage,0,Normal Sale,61000,0,1,1,1.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
